"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Azerbaijan","AZE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3885196371.82385","4014478401.50504","4302724069.23816","2281805933.31096","819242649.705302","991644243.368955","791908858.405022","1150564617.31493","1009305138.60034","1281380203.06622","2118054168.34413","2368624503.38237","2666940958.65048","3056403991.04052","4235066653.09861","8337000211.55067","13954555630.1769","22516839529.1924","32133276533.593","22870241353.5705","28728665753.0833","37214511839.9392","36914842158.8595","35907329509.2416","32560882315.4405","20059340230.3338","17580998934.6368","19839356263.0723","25484470588.2353","23629647058.8235","",
"Burundi","BDI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","24499998","26250000","28000000","17500000","36750000","16452740.7407407","17828571.4285714","19257142.8571429","18861714.2857143","18371428.5714286","25945142.8571429","21329142.8571429","28961142.8571429","33526603.8537475","33674920.6349206","34839365.0793651","61551304.3478261","96342222.2222222","71443333.3333333","110822222.222222","81022222.2222222","88603333.3333333","103470000","97956966.1108123","113561106.006182","126803836.274754","140881024.787597","110260311.589511","136282900.38819","108560193.991189","89130244.3724271","115775316.368525","94756920.9276871","88062144.1515651","95016968.8478329","129318804.202468","50580560.1981833","95688945.6506315","71499431.1758513","61217971.467102","55005758.5302566","45410971.2771723","38676369.5311261","50072047.4404685","63635537.873214","69261008.8304376","92956376.4796095","92221558.6590511","169242773.917112","117576040.954033","197117152.22357","196752242.712616","226330906.445008","223097905.279872","205732033.513962","177973982.159024","196892749.282965","236167733.241568","285503118.549762","275062068.739445","",
"Belgium","BEL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","12006111415.8935","13052185099.9095","16423224635.6888","22932275719.3128","29637776719.1384","30156821213.1184","34528906478.5789","39354961395.6106","46332075060.8428","58067512107.8701","63563402676.2312","56620736527.5967","53510783065.513","52655467140.0394","53687392627.7576","53878264216.319","68750421437.6016","83463311399.2437","96418786834.8876","104389986793.612","126512468131.338","126790048670.998","138072578795.483","126086323694.03","143073452616.349","173144772851.669","170850032573.29","163720906630.582","165908868637.475","166675047943.746","171360235857.748","169391856823.266","182148221343.874","219109255079.007","261315867891.731","286413008332.297","313301467820.851","368272378866.685","416715980665.007","331329674909.697","364802121084.452","421761151361.305","398952014299.411","413789684188.167","426678499805.665","359576861976.544","377878126013.216","415055483238.354","448407954990.745","432842916109.019","",
"Benin","BEN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","13852022.3283418","10801828.3446839","8317361.99456439","9703490.05209447","13861514.1502658","21069299.1007541","20739915.2713466","23474433.6301209","30461094.8168297","38939712.0178981","50633283.0565214","59595404.5028899","59023791.0451078","78995251.9009445","79408573.2434805","98337358.6004389","90731935.2752976","121349816.855035","153492175.476023","207784769.85882","222261791.957198","205681871.994966","225297369.526999","150766908.094661","205805456.696281","247338434.725317","222807320.060097","238541696.086267","223654558.261557","202741075.388948","375946872.309605","417201334.67136","393976833.800644","510965402.210603","452687266.876523","593804034.832126","625667835.201242","616436678.880202","665156749.246294","845840856.515788","723503459.033678","727789558.529327","823513903.24829","995095866.261597","1143984772.98609","1213458997.61521","1269086284.28804","1798312733.32515","2158338688.71137","1932930439.95559","2199999216.44206","2229520361.4398","2662421230.52835","3451240834.16954","4175439095.28021","2815204773.51852","3263416680.50386","3455561315.16264","3889961780.11204","4264042971.65289","",
"Burkina Faso","BFA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","16066015.5932969","19014523.3570401","20997594.4212122","21985472.3951019","11484234.600989","19676614.6700677","21918946.4763691","22215438.6427042","28569274.0399879","27823662.4410247","25007057.4461719","26587940.9376357","37028538.9377989","42590357.7160121","62500051.515426","69071585.0515765","80128193.5497911","90048551.0396468","110202801.789274","144182091.522441","172630524.021498","164734458.733882","143789772.682317","126168367.94676","160016224.494607","154030085.947449","183075141.081916","269185266.015942","287730467.399165","228834247.834382","340110196.070221","327535416.538908","198184577.912254","208751601.544402","269162042.425441","336477102.200468","273233009.365219","264655013.035635","359254830.522567","281097190.967742","261515857.363254","288287565.659921","319625646.603486","436139398.413938","592167087.336225","604674172.713004","716754604.839526","788108891.354229","955390213.199847","1297930094.52627","2074074146.56959","3164494170.16836","3340989789.37289","3640311463.70639","3755133897.1596","3089098202.89416","3325889003.58012","3729527654.46433","4511341002.23874","4366363960.73806","",
"Bangladesh","BGD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","427347691.355166","519448521.02941","546086853.304424","531067333.067804","540135770.207523","570741539.824914","662275557.021677","675028035.681699","623451537.73079","690047514.251654","747575116.132797","550621082.29095","356841000","528824097.159748","463095606.326889","563045020.279405","480166471.380471","679513484.162896","738155879.62963","950929356.110381","996555891.472868","1038984088.1273","940219560.878244","986784511.784512","642600000","1199576923.07692","1128533333.33333","1212483870.96774","1442788426.25951","1594548362.40253","1866930004.59731","2062577030.81232","2405649867.37401","2990714285.71429","3039700748.12968","4122014925.37313","4507555012.22494","5075480093.67682","5876850220.26432","6028722961.73045","6588073941.56231","7227575982.20904","6791241511.40519","6876856649.39551","7257329709.52947","9994813008.13008","11744907683.1447","13530306979.4382","16181037749.5992","17359874074.1602","18472449276.0536","25627346571.2845","26886637936.4819","29304945498.3092","32830360072.3104","33820154152.8479","36864997680.8994","37546818877.6792","40560411465.9792","46363741962.7091","",
"Bulgaria","BGR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","7084153846.15385","7081357142.85714","6631000000","6153111111.11111","7061055555.55556","7341684210.52632","8106529411.76471","11461076923.0769","10277764705.8824","10207166666.6667","6833181818.18182","4758064516.12903","4876288659.79381","4137681159.42029","4368450184.50185","6139107142.85714","5962327150.08432","5610034484.80885","6304076346.28494","5825652718.0715","4797489756.51109","4947390946.12533","5519115551.27588","7277457147.80401","10713394070.2178","12703276793.0881","16150904893.2213","23262813855.8432","28590551192.8801","21963725741.0962","25395582780.5604","33916506221.1162","32772597897.5033","36043133821.9327","36875485008.8183","32398958286.1029","34460613687.7828","39675532699.5102","43600070006.035","43183977103.6062","",
"Bahrain","BHR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","3813478376.22712","4547340159.57447","4337766223.40425","3611169946.80851","3768351063.82979","3716489627.65957","3013031914.89362","3472340425.53191","3529787234.04255","3811169946.80851","4887765691.48936","3923935904.25532","4009042287.23404","4361702127.65957","4520478723.40425","4796010638.29787","5364361436.17021","5020744946.80851","3994946808.51064","5221808510.6383","7176063829.78723","6607446808.51064","6956117021.2766","7980851063.82979","10336702127.6596","13396808510.6383","15662234042.5532","17314361702.1277","21231382978.7234","15704787234.0426","17880319148.9362","28609308510.6383","31409042553.1915","34102925531.9149","32069148936.1702","25805319148.9362","23918617021.2766","26881914893.617","29959042553.1915","","",
"Bahamas, The","BHS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","589300000","688100000","785000000","939800000","961200000","1038300000","1153500000","1297900000","1503600000","1577900000","1664300000","","1648320000","1714730000","1585170000","1562180000","1606810000","1662790000","1699040000","1733680000","2335400000","2368200000","2801300000","3072900000","2834100000","3212800000","3176400000","3460500000","3812500000","3895000000","4257100000","4157100000","3412900000","3528800000","3769900000","4087400000","4245700000","4149100000","4125100000","4211200000","4192100000","4482800000","","",
"Bosnia and Herzegovina","BIH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000000","381000000","658000000","1022000000","1123990566.57385","1295321568.62745","1579685633.53745","1632283629.20937","1619401636.18864","2535225100.98096","2946920634.92064","3549945952.81999","4505419793.47059","4276291112.6662","5131402037.14799","4405111158.46296","5100738132.32207","5973017982.79906","5572978583.62896","6133980720.92865","6306151132.8178","5653138077.68642","6028973474.351","7382218508.70117","8501630657.81533","8049732127.52561","",
"Belarus","BLR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9950000000","6000000000","10185185185.1852","11008264462.8099","10641993957.7039","6939552977.46472","6839769230.76923","8457248497.9202","8988770378.07839","7186389618.7248","8815283224.1715","8246546762.58993","9285958123.9531","11615943442.2233","15711851851.8519","18063463324.0483","22195244755.2448","27593429636.5331","37027902621.7228","24865449337.6298","29396844578.7177","48458472361.809","51744692335.3724","44058175675.6757","43301115023.4742","32749824186.8643","29831121833.5344","36551674170.6774","42295053003.5336","41905201262.0709","",
"Belize","BLZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","88973677.084055","84972542.787739","70947948.3470445","76516537.3161435","108649358.108206","83652580.9580265","104359482.161641","137936011.204951","161076592.032097","172914999.692331","201789164.717291","194000000","257665600","261401800","289455450","297425600","320713850","345342500","362282350","398031450","440767300","443480250","490171700","526733350","534853450","609026800","744269450","788432250","853628650","690190900","813293700","914738900","981551650","1032304100","1036213200","1013861000","933746650","1009694450","1079726300","1084579350","",
"Bermuda","BMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2699314000","2704649000","2644231000","2589439000","2656891000","","","","","","","",
"Bolivia","BOL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","60602013.3892052","66695604.2671831","67363395.0483314","81303527.6048014","109517688.108316","129713804.713805","142255892.255892","170033670.03367","169696969.69697","189814814.814815","250168350.16835","234343434.343434","265513350.883791","350024987.506247","741229385.307346","623738130.934533","756121939.030485","864117941.029485","849175412.293853","1068846706.17008","1101141924.95922","1386623164.76346","1623181529.4428","1536933903.2077","1459225551.75372","1024366575.83932","844298528.585403","853524588.169453","862854857.376268","1061010967.12834","1108688320.48918","1147700385.41027","1131361363.9277","1094220299.64127","1295735742.88497","1514377643.06398","1670373428.44756","1673157413.92764","1673904647.82853","1398595244.64937","1534697177.97364","1626040049.03964","1710308647.14086","2069144688.74034","2731911668.34677","3394519904.2908","4783642093.96375","5483666700.63175","7487864968.29366","6194300427.35043","8093183262.78735","10565709240.3056","12774727496.3821","13518462662.8075","14285068596.2373","10186598842.2576","8311504920.40521","9341206367.58321","10470274240.2315","10210442547.0333","",
"Brazil","BRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1070544628.54537","1109152823.34559","770900519.674771","2080325261.99351","1354466134.88626","1685625122.1861","1846958711.61305","1764834054.99797","2032731102.64928","2479930321.58748","2975391707.00149","3155632739.4951","4249449495.7691","6557708237.89377","8424673828.03794","9325921437.05926","10741988183.0392","12776590678.7557","13404621904.9098","16026612550.3001","21276141967.6084","24828388398.9376","21435129573.2899","23221079048.8769","28317692072.5525","27305943051.3526","23640556197.1808","27820190044.6057","35974382968.3631","38004000000","37880000000","52310000000","43538125000","45983167701.8634","53941811356.1708","57920041189.9313","57235482141.0805","61679566883.1169","60724077380.4395","57330907863.5587","66774569991.801","69203919564.6629","72286060356.887","84757339584.0104","110743537333.333","135918581909.3","159215718705.466","186198863078.424","229512905442.251","180894503551.065","240006821282.401","303021879483.501","292804259894.527","290362691897.407","270452613684.658","232489103970.663","223864176667.717","258329886570.157","280742690897.148","263497852452.782","",
"Barbados","BRB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","202627097.668432","202690388.262302","245539166.832769","321101774.971412","438572067.816835","603440560.831303","565753492.765873","631531845.075324","740714960.473326","823546959.67782","811763536.021479","715905135.981704","659623129.319346","748670014.418535","852533187.490678","867846666.335206","819569432.705216","808900000","872470541.440859","973599164.719336","1038930045.24437","1134340973.49973","1161686471.43638","1194252473.52459","1230497688.06245","1322800000","1251500000","1211100000","1378750000","1435900000","1711700000","2026229150","2273854150","2327059750","1946091200","2104601250","2071175100","1964175800","1963432350","1893703900","1954045850","2083292250","2100297550","2100093700","2188203000","",
"Brunei Darussalam","BRN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","966802084.6157","1052165478.85126","1332766715.23393","1639747478.88825","1844766930.51891","2665317759.58797","4601625256.86531","4066833909.2157","3809813084.11215","3393752957.87979","","","","","","1845357124.54494","2176000000","2468163926.83492","2421117249.84653","2248421834.38544","2087861725.80856","2827007196.27487","3065957446.80851","2972117456.89655","2044694072.65774","2567551622.41888","4042036716.93736","3894175364.17927","3922149447.1127","4543527034.78361","5416090226.00876","6688037370.82432","8227327081.6288","8310397452.06025","11269686706.1812","7811357074.10972","9239791712.50458","12876222275.2206","13364276568.5019","12311381074.1688","11657150749.8027","6751036439.01375","5652190834.72091","6012294735.31755","7045834309.43732","7804997266.77217","",
"Bhutan","BTN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","18510178.1170483","22602771.3625866","20400634.2494715","19968316.8316832","21887323.943662","25820533.5489087","35504361.6177637","59617283.9506173","79686063.2183908","77398028.3425755","80434037.692747","80410290.237467","80220293.2098765","74261397.1794031","79964297.0991393","114460067.838421","112291843.070844","131398512.806389","124772176.442075","130380863.910822","129012507.788162","125216999.364272","128202190.907221","158797507.513954","218024620.476611","313215333.333333","488540499.2606","657474450.100971","613943620.532718","565371973.730149","673077343.64407","750024105.16279","706230865.389654","727604108.004055","714242710.492467","689952055.979636","639422224.471057","737147921.73411","754068079.164199","","",
"Botswana","BWA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","7991027.618113","8954806.21239681","9953736.15589513","11044317.0697609","11989404.7121149","14519056.261343","15062761.5062762","14435146.4435146","15271966.5271967","17615930.92884","23729759.9106644","42086129.753915","61760499.2848784","94799020.3140758","125239146.431199","154834347.532116","187442502.299908","229869358.669834","307353296.30524","443742331.288344","562918167.781781","533763595.075893","553753520.442847","727778284.25563","754544054.220579","738988752.233785","951599169.815337","1476502471.85657","1864978672.20825","1826368554.27068","2086912120.39774","2090843886.03087","1997772195.09883","1959225785.15125","2036914251.6576","2404876993.00195","2609469947.65658","3056343815.05424","2361177500.65075","3027160280.25257","3000196009.25164","2671112100.25337","2836767913.01874","3667669548.87978","4444139018.51734","5255909517.84596","5291779460.6449","5963543363.52382","4999047884.10552","3573059775.54472","5579516015.07301","7668392266.97084","7102151172.71069","9167947445.49882","9501309031.76212","7183700266.56136","8223892782.44597","6904816668.92166","7528333333.33333","6160144664.78863","",
"Central African Republic","CAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26101663.5324279","32618432.4315288","30610513.5259673","32650875.6148568","40403674.3675804","40806179.1987216","44773980.9441937","43089273.2506263","65799813.9476266","51399881.3666379","60397792.9335814","60030783.7294562","57429311.3135228","77607282.0037938","78051053.0122594","80012173.7888853","100096590.716487","127861435.845127","142999429.662597","157199556.603561","201027829.000055","169417064.639175","165958843.454919","159064482.530585","149211719.376313","190340624.533959","204099901.272257","214306676.79078","224453261.7622","250535801.106115","245892968.903802","242234415.393597","238129779.615387","218665883.135697","199169783.685189","247850138.355647","216376660.533701","252105044.396708","219168752.430283","192136061.26759","186303954.218701","159877005.095912","158252320.484048","207845728.91652","177784785.782214","178708437.533948","209094018.800509","239616991.83002","218449261.647375","202648827.38021","249093411.140751","320054001.221436","289922972.255949","253274147.215345","315975075.203951","289437776.688114","270501999.9811","357682947.600536","419401328.480781","414205622.696962","",
"Canada","CAN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","7215712236.96798","7439414166.10697","8094515611.35049","9398224064.40888","9996446867.04438","11675300776.8421","13131449205.2398","15002668947.8911","16551276495.1988","19265001435.5441","20913052089.5227","24070108091.7264","29896010398.9601","38617586912.0654","38302202123.4762","44942190669.3712","48202162670.4278","53813447882.8789","64212907631.8935","75584160109.4766","81065977145.7169","79268055442.9764","85210159039.273","99654852907.1114","100872940314.903","102284994602.375","112629713423.831","132708214837.085","142065878378.378","149461775797.052","149170812603.648","155724331926.864","168751259592.28","190114967779.731","218740163217.721","233945727906.124","249765997399.971","253784967981.126","283991384532.544","329258635782.102","310667613636.364","304705919836.87","330149882235.386","383240584166.026","432369202838.752","467052186177.715","502770691741.923","534150890346.767","391985828011.548","471713799062.582","550012247691.207","555062538866.139","560294156017.37","572379685543.246","495626646067.832","481435925075.472","518235397597.284","550529196589.897","549482700560.327","",
"Central Europe and the Baltics","CEB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128422116694.327","136109728124.795","143429102448.427","158049684078.715","152974884524.837","165132608441.707","183137180423.611","206521350993.73","264004608950.095","345409764419.042","412648242402.349","501963953057.138","640021068916.028","761658418396.219","601528881887.766","688922180782.605","824545439918.658","800695435794.374","859750337613.296","904564589977.022","803013922323.533","832618845512.547","942182727408.422","1058771079757.58","1054448185361.13","",
"Switzerland","CHE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","10218997736.1079","11665105735.504","14087057759.2753","19117667814.7118","23175594502.0642","25656377213.0322","28703376740.2784","33446300187.227","44774761744.9664","50672878089.8539","56172585904.3982","53581992312.3918","50403111362.8528","48724852460.5783","51113594288.6326","52332532619.755","68986425426.6496","80965279037.0172","90152024191.895","92156315544.96","108671351713.216","105738270432.357","112563474327.976","109518060706.551","119116502668.714","139383426638.478","137783088673.139","135356205884.38","137791418471.513","137454516509.12","141789620736.618","141793623014.932","147504305594.765","169781826316.18","202880148130.277","219835928927.08","243432423911.31","294204136037.987","347370612316.499","309906630456.759","373420687857.23","457983317764.484","447813754987.545","495206231662.519","455817951895.791","422965463953.971","441347202947.395","442189906383.555","466305408688.835","464270209856.356","",
"Channel Islands","CHI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","536608944.069088","525717060.801627","614812442.87852","697065976.799525","732786384.66917","800181243.362563","1014234414.27814","985193067.05048","981819346.012696","1347031542.31512","1310155209.09861","1179623638.77507","1133195225.25019","2239538316.38582","3166342379.01505","1837931193.02324","2476026426.76916","2754528077.36706","3169044746.71835","4824713525.45742","6292627054.01682","5363825291.2401","4713939511.28918","4767971202.82819","4474125374.86451","4647193725.63029","5161066966.67965","6308060062.77162","8456167150.41737","10071482715.094","10760217714.584","11842675065.5747","13312092909.9785","12758599161.7389","15656361048.5982","21025141438.6168","20794067519.5867","22487271963.9408","20819483696.5826","21624592264.633","23772266321.3405","22996523019.9704","22876417337.3588","26973735771.3335","39488088029.3013","49382442843.8593","67789580748.6682","78242480554.8399","74413752040.6308","63854403849.5175","82487244655.3566","95255289952.0849","91147100657.3255","89638293156.1453","86267287016.2612","71654520805.7733","70495462057.2323","78790199944.6259","85257763802.9178","79613395185.9381","",
